text,label,clean_text
"""@Miikito_x3: Toto means ass or vagina?""I think pussy cause toto santi is like nasty pussy",offensive,toto means ass or vaginai think pussy cause toto santi is like nasty pussy
"""@MikelaHenry: but what if he actually does choose the ugly bitch over you? &#58381;""Her ass must be fat!",offensive,but what if he actually does choose the ugly bitch over you her ass must be fat
"""@MileyCyrus: bitch couldn't kill my vibe if ya tried. &#127752;&#127752;&#127752;"" dis why i love miley :*",offensive,bitch couldnt kill my vibe if ya tried dis why i love miley
"""@Montrell_: I'm tired of bitches saying I look mean.. &#128530;"" nigga you big af, wear tight shirts, and grim everybody.",offensive,im tired of bitches saying i look mean nigga you big af wear tight shirts and grim everybody
"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate",normal,birds your grandkids may never see thanks to climate change climate
"""@MvckFadden: ""Stay beautiful you bitch""""",offensive,stay beautiful you bitch
"""@NICKIMINAJ: #WutKinda

r purple. Ceeeleee""man this gurl was jus playin on the ""stupid hoe "" track. But in still shitted on sum gurls",offensive,wutkinda r purple ceeeleeeman this gurl was jus playin on the stupid hoe track but in still shitted on sum gurls
"""@NastyCopper: Money getting taller and bitches getting blurry""",offensive,money getting taller and bitches getting blurry
"""@NewsomeJade: I ain't never seen a bitch so obsessed with they nigga&#128514;"" I'm obsessed with mine &#128529;",offensive,i aint never seen a bitch so obsessed with they nigga im obsessed with mine
"""@Nicholas_ted33: Kobe stay talking trash. But let's not forget http://t.co/VH4tnEkvTP"" @J_Austin12 I meant to do this one. Smh.",offensive,kobe stay talking trash but lets not forget i meant to do this one smh
"""@NoChillPaz: ""At least I'm not a nigger"" http://t.co/RGJa7CfoiT""

Lmfao",hate,at least im not a nigger lmfao
"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian bitch lol",offensive,people always asking me what im mixed with she a bad asian bitch lol
"""@NotoriousBM95: @_WhitePonyJr_ Ariza is a snake and a coward"" but at least he isn't a cripple like your hero Roach lmaoo",hate,ariza is a snake and a coward but at least he isnt a cripple like your hero roach lmaoo
"""@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL""

that show was everything tf",normal,fosters home for imaginary trash whoa chill that show was everything tf
"""@OfficialReplay: I am lowkey tired."" ...if you tired, be quiet and go to sleep hoe!",offensive,i am lowkey tired if you tired be quiet and go to sleep hoe
"""@PRAYINGFORHEAD: &#8220;@macklemroe: Stop bringing weird niggers into my mentions! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK""",offensive,stop bringing weird niggers into my mentions
"""@PRETTyBOSs_BRAt: We don't love these hoes &#128080;&#128581;""",offensive,we dont love these hoes
"""@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!""",offensive,if yo girl cant have homeboys you a ol weak bitch ass nigga
"""@Patsfanjoe32: @d_palomino52 I think worst advice I gave you was "" don't be a pussy and speed up"" lol""",offensive,i think worst advice i gave you was dont be a pussy and speed up lol
"""@PoemsPorn: Quote this tweet with your favorite animal.""pussy",offensive,quote this tweet with your favorite animalpussy
"""@Poetic_Success: I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!""",offensive,i hate when strippers tell you theyre dancers hoe ballet dancers dont pop their pussy to beethoven you a stripper
"""@Poffalicious: Andrewbryant: Poff has double vision after 2 beers
Poff: ... Double pussy &#128526;"" smh",offensive,andrewbryant poff has double vision after beers poff double pussy smh
"""@Poobie_: When bitches TWERK on the computer....

ME: ""In ya &#128089;, in ya damn &#128089;&#8252;&#65039;""""",offensive,when bitches twerk on the computer me in ya in ya damn
"""@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr&#8221; nobody takin his bitch!",offensive,prince this is art nobody takin his bitch
"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.""",normal,of welfaregovernment aid is claimed by white people so yall black slander is trash now
"""@QUAN1T0: These bitches don't care they just play that role.""",offensive,these bitches dont care they just play that role
"""@Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree.""
@Iemonaids dis bitch in da wrong tree bro.",offensive,it took a while for you to find me but i was hiding in the lime tree dis bitch in da wrong tree bro
"""@RTNBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM"" ....dudes a fag",hate,drakes new shoes that will be released by nikejordan yes theres glitter on the shoes dudes a fag
"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo",normal,inna di ghetto you alone lmaoo
"""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know",normal,hoes austin teach us austini teach u how to get curved thats all i know
"""@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!",offensive,bitches cant cook but know how to suck dick so to the ones that can do both
"""@RenegadeMo: Fat hoes get chose"" lol",offensive,fat hoes get chose lol
"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal",offensive,hoesaintloyal well theyre hoesno one expects them to be loyal
"""@RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt ol bitch ass"" http://t.co/AmcOinY0wG",offensive,ol bitch ass
"""@RnadJorell: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad"" lmaooo",offensive,bruh im tired of niggas retweetin miley cyrus naked that bitch aint no types of bad lmaooo
"""@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"" lol bitch fuck you",offensive,just because tony romo at the mavs game dont mean he still not a bitch lmao fuk them cowgirls lol bitch fuck you
"""@SamJLayman : Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory""
Me: *rolls on the floor, laughing*",offensive,holy shit freddie highmore was in charlie and the chocolate factory me rolls on the floor laughing
"""@Samirahusic_: ""I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata faggot",offensive,i dont want to have sex with my gf because i feel like im using her anonymous whata faggot
"""@SexualGxfs: @ One of your followers with this &#128525;&#128553; http://t.co/F1TJl9xnCT"" @ somebody, bitch if you don't",offensive,one of your followers with this somebody bitch if you dont
"""@Shaa_Jenkins: If ya bitch always bitching clearly she care!"" Or just an annoying Bitch!",offensive,if ya bitch always bitching clearly she care or just an annoying bitch
"""@ShanTaughtHer: These catfish hoes thinkin they slick.. But niggas catching on &#128524;""",offensive,these catfish hoes thinkin they slick but niggas catching on
"""@SheWentToJordan: Can't worry about a bitch that ain't worried bout me"" #real",offensive,cant worry about a bitch that aint worried bout me real
"""@ShowArrive: Side hoes are for insecure niggas that can't handle a real one.""",offensive,side hoes are for insecure niggas that cant handle a real one
"""@Shun_stokes: &#128514;&#128514;&#128514;&#128514;RT @bluprint_4: Lmao! This bitch come scooting in the tent like she about to fuck some shit up!"" &#128557;&#128557;&#128557;",offensive,rt lmao this bitch come scooting in the tent like she about to fuck some shit up
"""@Shun_stokes: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers &#128514;""",offensive,my cousin said he share hoes with his brothers he said sharing is caring and he love his brothers
"""@SlimGirl_Probz: i'm hungry but ionn wanna spend my money on food&#128530;""Broke hoe problems &#128514;&#128514;&#128514;&#128128;",offensive,im hungry but ionn wanna spend my money on foodbroke hoe problems
"""@SmeegBaby: Dese hoes be LYIN to all of us nigga""",offensive,dese hoes be lyin to all of us nigga
"""@SnakecharmsDump: http://t.co/4b427dQZCV"" oh yeah fuck that bitch",offensive,oh yeah fuck that bitch
"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash",normal,eli manning just threw his nflleading th interception of the season lmao trash
"""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch",normal,usc senior rb anthony brown calls head coach steve sarkisian a racist and quits team hes a bitch
"""@StellaTex: Guess what? I also have zero time for your mansplaining! Adios!"" Stfu pussy",offensive,guess what i also have zero time for your mansplaining adios stfu pussy
"""@Stephenwildboy: Chilling &#128069;&#8482; http://t.co/mik3iPNle6"" sexy scally lad",normal,chilling sexy scally lad
"""@Strap__: I ain't sharing no bitch if you mines you mines &#128175;""",offensive,i aint sharing no bitch if you mines you mines
"""@SukMySweetness: money only impress the simple broke bitches""",offensive,money only impress the simple broke bitches
"""@Sylvieamx: #Pisces will never be anybody's bitch, they don't let people control or change them."" Rigghhht",offensive,pisces will never be anybodys bitch they dont let people control or change them rigghhht
"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;",normal,tuku ho idk blah blah blah
"""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;",normal,im not mad cuh hahaha suure tuku ho ita
"""@TayKnosBest: These hoes is crazy""",offensive,these hoes is crazy
"""@Taylorr_Babee: You ain't ever gonna be a slice bitch."" Kevin hart. (:",offensive,you aint ever gonna be a slice bitch kevin hart
"""@ThatniggaTroy: Oomf so fuckin fine tho &#128553; dam"" @ her, don't be no bitch.",offensive,oomf so fuckin fine tho dam her dont be no bitch
"""@TheGamerKingKev: I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter"" she probly sends nudes for fags",offensive,i wonder if the girl that gave head to boys for a drink in magaluf has twitter she probly sends nudes for fags
"""@TheNewSAT: #NewSATQuestions
Yeah bitch, yeah bitch, call me _______:
a.) Maybe
b.) Steve-O
c.) Later
d.) Jesse Pinkman""
@machinegunkelly",offensive,newsatquestions yeah bitch yeah bitch call me a maybe b steveo c later d jesse pinkman
"""@TheNymphoTweets: Hickies in between her thighs right by her pussy &gt;&gt;&gt;"" Its only right",offensive,hickies in between her thighs right by her pussy gtgtgt its only right
"""@TheOneMiss_Luu: Would you still love me when I'm no longer young and beautiful?"" No. Ugly monkey ass.",offensive,would you still love me when im no longer young and beautiful no ugly monkey ass
"""@TheRealRickyB21: @JetsAndASwisher @Gook____ y'all come through the front.""bitch I ain't coming",offensive,yall come through the frontbitch i aint coming
"""@TheRealRickyB21: @JetsAndASwisher faggot bitch"" http://t.co/2HyyAbk4eH",offensive,faggot bitch
"""@The_Realist_Sam: @Madrid2_ yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @TropicalBlanket""i work 2-5",offensive,yea im on my ipad i dont work this friday lets ball this faggot up i work
"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it",normal,this scally lad would get it
"""@TheoMaxximus: #GerrysHalloweenParty http://t.co/3ycrSrnjHc"" Halloween was yesterday stupid nigger",hate,gerryshalloweenparty halloween was yesterday stupid nigger
"""@TheoMaxximus: Chrus still supahot tho"" *walks up to teacher with test, drops test in that bitch fohead* http://t.co/nb5VgdssgI",offensive,chrus still supahot tho walks up to teacher with test drops test in that bitch fohead
"""@Thornton25: &#8220;@KantKeepAhBYTCH: I love eating pussy lol I never get full lol&#8221; I can eat that shit forever lol"" and ever.",offensive,i love eating pussy lol i never get full lol i can eat that shit forever lol and ever
"""@Tmacc_GFG: &#8220;@VoiceOfDStreetz: ""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;&#8221;them hoes taste like meds""&#127815;&#127815;&#127868;",offensive,no slushes hoes nasty anyway famthem hoes taste like meds
"""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;",offensive,no slushes hoes nasty anyway fam
"""@Tmacc_GFG: BOBBY BITCH-by @BobbyShmurdaGS9 be getting me live as fuck"" hell yea i play that hoe before my workout",offensive,bobby bitchby be getting me live as fuck hell yea i play that hoe before my workout
